idno,tpx_all,DATE,TIME,DURATION,SET,PRESENT_REF,FUTURE_REF,PAST_REF,SP,SU,FA,WI,MO,MI,AF,NI,DATE_century,DATE_decade,DATE_year,DATE_month,DATE_day,DATE_spec_none,DATE_spec_year,DATE_spec_year_month,DATE_spec_month,DATE_spec_day,DATE_spec_month_day,DATE_spec_any,DATE_spec_full,TIME_daytime,TIME_hour,DURATION_century,DURATION_decade,DURATION_year,DURATION_month,DURATION_week,DURATION_day,DURATION_hour,DURATION_minute,SET_century,SET_year,SET_month,SET_week,SET_day,SET_daytime,VERB_present,VERB_imperfect,VERB_future,VERB_past,VERB_conditional,ahora,pronto,hoy,mañana,el_día,ayer,al_día_siguiente,del_día,julio,este_momento,próximo,próxima,domingo,ahora_mismo,actual,el_año,el_día_siguiente,invierno,estos_momentos,hoy_mismo,domingos,al_siguiente_día,reciente,la_primavera,primavera,la_semana,mañana_mismo,del_año,próximos,mayo,el_día_anterior,el_domingo,próximas,actualmente,el_mismo_día,verano,estos_días,el_invierno,del_siglo,del_día_siguiente,este_día,el_sábado,diciembre,el_futuro,abril,los_veinte,recientemente,medio_día,ese_mismo_día,octubre,la_noche,la_mañana,la_tarde,esta_noche,anoche,la_madrugada,esta_mañana,esta_tarde,pasado_mañana,última_noche,el_mediodía,esta_noche_misma,el_mañana,la_medianoche,estas_noches,siguiente_mañana,siguiente_noche,esta_madrugada,pasada_noche,la_mañana_del_domingo,la_noche_del_viernes,la_noche_del_domingo,las_9_de_la_mañana,última_tarde,la_tarde_del_domingo,esta_tarde_misma,la_noche_del_lunes,siguiente_madrugada,las_9_de_la_noche,estas_tardes,las_4_de_la_tarde,la_noche_del_jueves,esta_mañana_misma,la_mañana_del_viernes,las_11_de_la_mañana,la_tarde_del_sábado,próxima_madrugada,últimas_noches,próxima_noche,pasado_noche,las_5_de_la_tarde,la_tarde_del_viernes,la_mañana_del_sábado,las_11_de_la_noche,las_3_de_la_tarde,la_noche_del_sábado,las_12_de_la_noche,las_6_de_la_tarde,la_noches,presente_mañana,un_día,años,una_hora,tres_días,algunos_días,dos_horas,pocos_días,un_año,todo_el_día,dos_días,muchos_años,un_mes,dos_años,veinte_años,algunos_minutos,algunas_horas,un_minuto,diez_años,ocho_días,dos_meses,quince_días,una_semana,muchos_días,cinco_minutos,tres_años,dos,algunos_años,seis_años,tres_meses,seis_meses,cinco_años,algunos_meses,diez_minutos,pocas_horas,cuatro_días,ocho_años,cuatro_años,quince_años,unos_días,treinta_años,los_pocos_días,tres_horas,pocos_años,pocos_minutos,siete_años,dos_minutos,tres,muchas_horas,un_siglo,pocos_meses,cada_día,todos_los_días,diariamente,todas_las_noches,diario,diaria,todas_las_mañanas,todas_las_tardes,al_día,diarias,diarios,cada_mes,cada_año,mensuales,al_mes,al_año,al_mediodía,cada_semana,cada_noche,mensual,anuales,todos_los_años,todos_los_domingos,anual,anualmente,todos_los_sábados,cada_ocho_días,cada_mañana,dos_veces_al_día,dos_veces_por_semana,mensualmente,todos_los_meses,todas_las_semanas,todos_los_siglos,una_vez_por_semana,semanal,al_siglo,cada_domingo,una_vez_al_año,dos_veces_a_la_semana,semanalmente,cada_quince_días,cada_tarde,cada_dos_meses,todos_los_jueves,cada_sábado,todos_los_viernes,una_vez_al_día,cada_dos_días,todos_los_lunes
nh0045,253,164,19,64,6,84,18,0,6,3,1,2,5,0,0,13,1,0,9,21,30,108,23,9,0,0,0,56,24,2,0,2,0,22,11,0,17,8,4,0,0,0,0,6,0,1941,1242,132,1205,47,21,13,37,17,4,1,2,2,1,11,3,2,0,5,0,1,0,2,0,2,0,1,0,0,5,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,11,3,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,1,2,0,0,0,0,0,0,1,0,0,0,1,2,1,0,0,4,2,0,0,1,1,0,0,1,0,1,2,0,1,0,0,3,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nh0046,385,213,43,104,25,96,37,0,3,3,1,5,12,0,11,23,0,2,5,28,44,172,14,15,1,0,0,40,10,28,0,1,0,56,9,1,32,5,0,0,3,8,0,8,3,2147,2796,230,1642,174,45,29,20,11,20,7,2,4,0,1,2,2,4,3,0,2,0,4,0,0,11,0,0,1,2,1,0,0,0,2,0,1,1,0,2,3,0,1,0,1,1,0,0,2,1,0,0,2,0,2,18,6,10,2,0,2,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,23,0,2,0,3,0,1,1,1,3,0,2,1,0,0,0,0,2,0,2,1,1,0,3,0,0,2,0,0,1,0,0,1,0,0,0,1,2,2,0,0,1,0,0,0,0,0,0,0,2,3,1,0,1,0,0,0,0,1,0,2,2,0,0,1,0,0,2,4,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
nh0047,517,338,51,94,34,161,48,1,1,1,1,6,15,0,12,27,0,13,7,33,67,242,27,22,0,0,3,96,44,17,0,2,0,30,5,2,43,7,5,0,0,4,0,26,3,3787,3914,389,2010,270,90,45,39,27,17,14,11,5,1,0,1,2,0,3,1,1,0,5,0,2,1,1,1,0,1,5,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,2,0,1,0,0,16,7,10,5,4,4,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,5,4,0,2,0,0,0,4,2,2,1,6,1,0,2,2,3,1,1,2,0,1,0,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,14,1,1,2,2,0,1,1,0,1,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
nh0048,347,148,55,108,36,64,16,0,7,4,1,6,15,2,10,40,0,3,4,29,32,108,21,11,0,0,0,39,7,47,0,3,0,52,7,2,26,12,6,0,4,1,2,15,12,2287,3189,185,1948,167,33,11,16,7,10,4,3,2,0,0,4,1,5,2,1,0,2,3,0,0,3,0,0,5,2,0,0,0,0,1,0,0,0,0,3,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,30,9,6,5,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,23,1,4,0,5,2,0,2,3,1,2,0,4,0,0,5,1,2,0,0,2,0,0,1,0,0,0,1,0,1,0,0,0,0,3,0,1,0,1,0,1,1,1,0,0,0,1,3,1,6,4,1,0,0,2,1,1,1,1,0,1,2,0,0,1,2,0,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
nh0049,936,546,188,171,31,293,82,2,1,1,0,1,39,0,31,124,1,0,21,6,140,379,26,3,0,0,0,167,138,5,0,3,0,59,15,0,61,28,3,0,0,0,0,25,6,7624,4846,1113,5473,316,112,77,42,79,36,4,9,13,0,53,2,3,6,12,0,9,4,1,17,3,0,3,1,1,0,1,13,0,0,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,75,29,18,33,11,2,3,11,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,14,11,2,2,4,5,6,9,1,10,2,1,3,1,0,0,1,2,1,4,0,3,0,0,2,5,0,1,2,1,3,0,1,1,1,0,1,2,2,0,4,0,0,0,1,0,0,3,2,12,10,2,1,0,0,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nh0050,241,121,42,64,14,45,27,0,0,0,1,0,12,0,11,19,2,1,5,1,39,112,7,0,0,1,0,8,0,42,0,0,0,17,5,1,32,7,2,0,0,0,0,12,0,2578,1632,199,1782,65,10,24,16,12,12,3,4,1,0,1,1,2,6,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,10,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,5,3,1,0,3,1,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,2,0,0,0,1,0,1,1,1,0,1,2,1,0,0,0,0,0,0,0,0,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nh0051,767,452,79,223,13,201,61,2,11,4,3,2,20,1,8,52,3,4,11,50,114,264,43,30,0,0,0,187,114,0,0,1,0,92,26,5,74,18,7,0,3,0,1,7,2,3514,4534,305,3587,298,95,55,58,44,34,12,10,4,4,3,1,1,6,1,3,0,0,1,0,1,1,0,2,1,10,4,0,0,0,1,0,6,0,0,0,2,0,0,1,1,1,5,0,4,2,1,0,0,0,1,41,11,8,8,1,0,3,0,2,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,18,7,3,0,2,1,5,2,6,4,8,9,5,0,0,4,4,1,3,1,4,2,0,0,0,1,2,2,5,1,1,0,0,2,3,0,2,4,1,1,1,0,0,0,2,0,3,1,0,3,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nh0052,855,509,120,191,35,176,83,6,3,3,2,10,37,0,30,56,9,3,12,66,145,297,42,46,0,0,0,211,123,29,0,2,0,73,23,8,60,14,9,0,3,3,2,22,3,5691,3173,957,3227,268,88,62,35,81,20,13,6,9,6,0,5,10,0,2,1,0,1,2,4,4,3,4,3,0,2,2,2,1,2,6,2,2,4,1,2,1,1,6,0,1,2,0,2,0,1,0,3,4,3,1,32,17,15,11,12,3,12,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,39,2,2,0,2,6,0,4,5,8,7,1,1,1,1,0,0,2,4,0,3,2,1,2,2,1,1,2,0,0,1,3,0,3,0,0,2,0,1,0,1,2,0,0,0,5,0,0,0,6,4,6,1,1,3,1,1,0,2,0,3,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
nh0053,382,151,121,107,3,73,23,2,0,1,0,0,26,0,22,73,0,1,3,2,47,109,5,1,0,0,0,42,36,39,0,0,0,22,13,0,42,8,22,0,0,0,0,3,0,2467,3978,124,3207,123,29,21,15,16,10,1,4,3,1,2,2,0,1,5,0,0,4,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2,0,1,2,0,0,2,4,0,0,0,0,0,1,0,1,0,66,19,20,2,4,7,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,1,6,1,2,1,2,1,1,1,4,2,1,1,0,3,1,0,2,1,0,1,2,0,4,0,0,2,0,0,1,4,0,1,1,0,1,5,2,0,1,0,2,0,1,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nh0054,480,283,62,120,15,141,94,0,0,1,0,0,8,1,5,48,0,1,2,1,44,279,4,0,0,0,0,4,0,62,0,0,0,15,15,4,66,7,13,0,0,0,0,15,0,5622,7970,513,3433,554,65,84,19,18,31,1,14,2,0,4,3,4,0,8,4,0,4,0,0,4,0,1,0,0,0,0,0,0,3,0,2,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,47,4,5,1,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,7,0,1,0,1,2,11,2,5,1,0,0,0,6,1,4,2,6,1,0,1,0,4,0,0,0,1,0,0,0,0,1,0,0,1,3,0,1,0,0,0,0,0,2,0,0,2,6,2,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
nh0055,354,186,74,85,9,57,62,0,0,0,0,5,3,0,6,66,0,0,0,6,60,186,0,0,0,0,0,0,0,74,0,0,0,11,7,4,47,9,7,0,1,1,1,5,1,2103,5179,205,2031,338,21,45,5,15,21,1,13,4,0,2,2,9,18,2,0,0,5,0,0,0,0,1,0,0,0,1,0,0,4,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,59,1,6,4,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,2,0,0,1,1,3,11,1,3,0,0,0,1,0,2,0,1,3,2,1,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nh0056,478,244,85,132,17,114,64,1,0,0,0,1,16,2,5,63,1,2,1,20,39,225,3,0,16,0,0,19,0,85,0,0,0,40,20,1,53,8,7,0,0,0,2,14,1,3125,6435,322,2612,455,66,52,7,14,30,3,14,4,15,3,3,3,0,3,0,1,3,1,0,0,0,0,0,0,0,1,0,0,5,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,57,11,5,2,2,5,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,2,8,0,0,0,2,2,5,3,6,3,5,0,0,2,3,1,1,4,1,1,0,0,5,1,1,0,1,1,0,0,0,1,0,0,0,2,1,1,1,0,2,0,0,2,2,0,1,1,2,8,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
nh0057,233,109,40,73,11,42,17,0,0,2,0,3,13,0,8,19,1,2,6,18,23,66,11,12,1,0,0,43,19,15,0,0,0,29,10,0,18,6,10,0,3,1,1,6,0,3380,748,100,601,97,9,16,16,12,9,3,2,7,1,0,1,0,0,0,0,2,0,3,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,15,13,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,2,1,0,1,0,3,0,0,0,0,0,1,0,0,2,0,2,4,2,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,3,0,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
nh0058,243,112,38,80,13,51,21,1,0,1,1,1,8,0,5,26,1,0,3,8,27,76,7,5,0,0,0,36,24,8,0,0,0,39,6,0,21,10,3,0,0,0,0,12,1,1391,1869,63,564,36,32,18,9,11,6,2,0,2,1,0,0,2,5,0,2,0,0,0,0,0,1,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,19,8,4,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,0,0,1,1,1,5,0,2,2,1,2,0,1,1,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2,0,0,1,1,0,3,0,0,0,1,0,1,0,0,0,3,1,2,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nh0059,212,124,15,57,16,59,31,2,0,2,0,3,2,0,1,13,1,0,1,8,22,122,0,0,2,0,0,2,0,15,0,2,0,30,6,1,9,5,3,0,0,1,1,13,1,1272,2380,82,621,123,32,23,15,15,8,5,1,3,0,0,3,2,0,0,0,0,0,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,0,0,0,0,0,1,0,0,5,3,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,6,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nh0060,344,235,34,59,16,113,38,1,1,1,0,2,8,0,7,20,3,2,5,24,47,203,14,16,2,0,0,32,0,34,0,0,0,24,4,1,23,2,5,0,1,4,0,10,1,2796,2074,191,1231,96,47,28,36,18,12,8,5,2,3,4,2,6,1,4,5,0,0,1,0,2,1,0,1,1,0,0,3,0,0,4,0,4,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,13,6,7,2,3,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,1,0,1,0,0,1,1,2,2,1,1,1,0,0,2,0,0,0,4,1,1,1,1,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,4,2,1,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nh0061,215,116,40,57,2,58,28,0,0,0,0,1,7,0,9,25,0,1,8,3,18,106,9,1,0,0,0,10,0,40,0,0,0,28,7,0,18,4,0,0,0,0,1,0,1,715,1140,59,1166,62,46,20,2,4,5,6,4,1,0,0,7,0,3,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,22,6,7,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,2,1,1,0,2,0,3,0,1,3,2,0,1,0,0,0,1,2,0,0,0,0,0,1,1,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
nh0062,130,77,17,30,6,32,6,0,0,1,0,1,2,0,4,12,0,1,6,3,28,40,7,1,0,0,0,37,29,0,0,0,0,8,4,0,16,1,1,0,2,0,0,2,2,799,581,52,610,15,13,4,7,20,3,3,2,1,0,0,1,0,0,2,2,1,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,9,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,1,0,0,0,1,1,0,2,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nh0063,364,220,59,62,23,134,16,0,2,2,0,2,22,0,7,32,5,1,4,12,44,211,5,0,4,0,0,9,0,59,0,1,0,26,4,0,16,7,7,0,2,5,1,13,2,5130,3655,365,3114,250,58,13,41,16,7,7,8,7,0,8,2,0,1,1,1,0,0,1,4,0,2,0,0,1,1,1,1,0,1,0,2,0,0,2,1,2,0,1,1,0,1,2,0,0,1,1,0,0,0,0,20,16,6,5,6,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3,0,1,1,1,3,0,2,1,2,0,4,1,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,1,0,0,2,0,2,0,2,0,0,0,0,0,1,0,0,0,0,1,0,1,4,6,1,0,1,1,0,1,0,0,1,0,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nh0064,695,293,128,264,10,136,33,3,0,2,2,2,24,1,24,81,6,4,17,22,69,188,35,16,0,0,0,105,54,31,0,6,0,113,23,9,71,31,11,0,1,1,0,5,2,3630,2644,329,1986,185,53,28,29,25,19,14,2,5,0,17,1,2,1,3,2,3,0,1,0,1,2,1,2,0,0,0,3,0,0,0,1,1,0,0,0,2,1,1,2,1,0,0,0,2,1,2,1,0,0,1,52,22,20,25,4,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,10,5,3,4,6,1,15,7,5,4,4,15,10,0,3,0,2,2,2,2,5,0,3,0,1,4,3,1,8,0,1,3,5,3,3,8,1,0,7,0,1,4,0,1,1,1,0,0,0,1,2,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
nh0065,266,101,38,115,12,55,9,0,0,0,1,1,6,0,15,21,1,0,6,8,21,86,9,6,0,0,0,15,0,38,0,0,0,45,22,4,24,16,4,0,0,2,3,3,4,999,1262,61,787,63,27,4,8,11,8,2,0,2,0,3,2,3,1,2,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,12,5,13,5,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,5,1,3,5,4,6,6,1,0,6,6,4,0,2,1,5,0,2,0,2,1,0,1,1,1,0,1,1,0,3,2,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,3,0,0,1,0,0,3,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
nh0066,1054,504,97,402,51,218,128,3,0,6,0,4,35,0,8,55,15,14,27,18,74,387,66,8,0,0,0,117,43,63,0,4,0,75,70,11,164,50,22,3,12,5,1,27,1,6657,8060,580,6876,619,98,118,45,13,37,5,20,5,2,12,5,4,9,10,1,5,3,4,0,2,1,2,0,0,0,4,1,1,1,0,2,0,0,0,2,5,1,0,6,0,2,0,0,0,0,0,0,1,0,0,43,27,7,10,2,0,5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,10,10,7,7,8,17,11,7,6,4,4,2,5,3,2,4,4,7,4,6,7,5,6,2,10,3,1,9,10,1,10,1,3,2,1,2,4,1,2,4,4,1,2,0,1,6,2,3,2,5,6,9,0,1,0,1,0,2,1,3,0,1,1,2,5,0,0,0,1,1,1,0,0,4,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
nh0067,254,151,39,50,14,69,29,1,1,0,1,0,10,1,7,24,1,1,1,4,45,149,1,0,1,0,0,2,0,39,0,0,0,19,3,1,11,8,7,1,0,1,1,8,3,1666,1736,130,1335,89,38,16,18,23,2,4,7,4,1,0,5,3,0,0,0,0,1,0,0,5,0,0,0,0,1,0,1,0,1,0,0,1,4,0,0,0,1,0,1,2,0,0,0,0,0,0,1,0,1,0,13,7,5,1,9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,2,2,0,0,0,0,0,1,0,5,1,0,3,0,0,0,1,0,0,1,2,0,1,1,0,1,1,0,1,0,0,1,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,0,3,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nh0068,574,328,116,96,34,126,28,5,2,4,1,1,27,0,19,80,1,5,2,27,130,303,6,0,16,1,2,25,0,116,0,0,0,28,9,4,43,10,1,0,2,2,4,15,10,4317,3590,510,2629,231,59,17,27,55,24,23,3,3,1,0,4,4,5,1,0,0,3,0,1,2,5,2,2,2,0,3,0,0,3,2,0,2,0,0,1,1,0,0,1,0,0,2,1,0,3,0,3,7,1,3,42,10,15,17,14,7,6,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,14,3,0,0,1,2,0,5,2,0,3,0,2,0,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,2,1,2,0,0,0,2,0,0,1,5,3,1,3,3,2,2,2,0,1,0,0,2,1,0,0,0,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
