idno,tpx_all,DATE,TIME,DURATION,SET,PRESENT_REF,FUTURE_REF,PAST_REF,SP,SU,FA,WI,MO,MI,AF,NI,DATE_century,DATE_decade,DATE_year,DATE_month,DATE_day,DATE_spec_none,DATE_spec_year,DATE_spec_year_month,DATE_spec_month,DATE_spec_day,DATE_spec_month_day,DATE_spec_any,DATE_spec_full,TIME_daytime,TIME_hour,DURATION_century,DURATION_decade,DURATION_year,DURATION_month,DURATION_week,DURATION_day,DURATION_hour,DURATION_minute,SET_century,SET_year,SET_month,SET_week,SET_day,SET_daytime,VERB_present,VERB_imperfect,VERB_future,VERB_past,VERB_conditional,ahora,pronto,hoy,mañana,el_día,ayer,al_día_siguiente,del_día,julio,este_momento,próximo,próxima,domingo,ahora_mismo,actual,el_año,el_día_siguiente,invierno,estos_momentos,hoy_mismo,domingos,al_siguiente_día,reciente,la_primavera,primavera,la_semana,mañana_mismo,del_año,próximos,mayo,el_día_anterior,el_domingo,próximas,actualmente,el_mismo_día,verano,estos_días,el_invierno,del_siglo,del_día_siguiente,este_día,el_sábado,diciembre,el_futuro,abril,los_veinte,recientemente,medio_día,ese_mismo_día,octubre,la_noche,la_mañana,la_tarde,esta_noche,anoche,la_madrugada,esta_mañana,esta_tarde,pasado_mañana,última_noche,el_mediodía,esta_noche_misma,el_mañana,la_medianoche,estas_noches,siguiente_mañana,siguiente_noche,esta_madrugada,pasada_noche,la_mañana_del_domingo,la_noche_del_viernes,la_noche_del_domingo,las_9_de_la_mañana,última_tarde,la_tarde_del_domingo,esta_tarde_misma,la_noche_del_lunes,siguiente_madrugada,las_9_de_la_noche,estas_tardes,las_4_de_la_tarde,la_noche_del_jueves,esta_mañana_misma,la_mañana_del_viernes,las_11_de_la_mañana,la_tarde_del_sábado,próxima_madrugada,últimas_noches,próxima_noche,pasado_noche,las_5_de_la_tarde,la_tarde_del_viernes,la_mañana_del_sábado,las_11_de_la_noche,las_3_de_la_tarde,la_noche_del_sábado,las_12_de_la_noche,las_6_de_la_tarde,la_noches,presente_mañana,un_día,años,una_hora,tres_días,algunos_días,dos_horas,pocos_días,un_año,todo_el_día,dos_días,muchos_años,un_mes,dos_años,veinte_años,algunos_minutos,algunas_horas,un_minuto,diez_años,ocho_días,dos_meses,quince_días,una_semana,muchos_días,cinco_minutos,tres_años,dos,algunos_años,seis_años,tres_meses,seis_meses,cinco_años,algunos_meses,diez_minutos,pocas_horas,cuatro_días,ocho_años,cuatro_años,quince_años,unos_días,treinta_años,los_pocos_días,tres_horas,pocos_años,pocos_minutos,siete_años,dos_minutos,tres,muchas_horas,un_siglo,pocos_meses,cada_día,todos_los_días,diariamente,todas_las_noches,diario,diaria,todas_las_mañanas,todas_las_tardes,al_día,diarias,diarios,cada_mes,cada_año,mensuales,al_mes,al_año,al_mediodía,cada_semana,cada_noche,mensual,anuales,todos_los_años,todos_los_domingos,anual,anualmente,todos_los_sábados,cada_ocho_días,cada_mañana,dos_veces_al_día,dos_veces_por_semana,mensualmente,todos_los_meses,todas_las_semanas,todos_los_siglos,una_vez_por_semana,semanal,al_siglo,cada_domingo,una_vez_al_año,dos_veces_a_la_semana,semanalmente,cada_quince_días,cada_tarde,cada_dos_meses,todos_los_jueves,cada_sábado,todos_los_viernes,una_vez_al_día,cada_dos_días,todos_los_lunes
nh0141,724,348,168,172,36,177,52,2,4,0,0,5,33,0,23,122,2,0,4,14,91,338,1,0,4,2,1,8,0,168,0,0,0,71,9,1,66,23,2,0,4,1,0,21,10,7289,4683,615,4541,208,61,39,40,45,39,10,15,9,0,11,6,5,2,0,0,0,4,1,11,2,1,0,1,2,2,3,0,0,1,0,0,1,1,1,1,0,0,2,0,1,0,0,0,0,0,0,1,0,4,1,80,19,18,19,18,2,4,5,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,8,10,1,13,3,2,6,2,1,4,1,2,0,0,0,0,6,5,3,0,0,0,0,4,0,7,9,0,3,0,0,1,0,2,3,0,0,0,0,0,0,0,0,5,0,0,1,0,0,6,11,2,4,0,1,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
nh0142,959,549,188,207,15,244,124,1,10,7,2,9,36,0,9,148,7,2,17,41,109,369,57,13,0,0,0,180,110,2,0,1,0,76,8,4,73,34,11,0,2,1,0,6,5,8873,3941,1122,4681,266,117,96,69,36,11,15,1,6,0,13,15,10,9,4,7,4,0,3,5,5,0,0,0,4,6,2,1,1,1,2,1,0,2,0,3,3,3,3,0,0,0,0,2,0,0,1,1,0,0,0,78,18,6,30,38,6,7,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,23,8,8,1,6,1,1,1,3,4,4,4,0,3,1,1,1,0,1,1,3,0,4,2,0,1,1,1,1,0,1,0,4,1,4,1,1,1,2,0,1,3,0,3,0,0,3,1,0,1,2,0,2,0,0,1,2,3,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
nh0143,707,442,118,131,16,234,79,1,11,7,0,6,11,0,11,99,2,0,33,35,57,314,60,11,0,0,0,128,57,0,0,0,0,58,9,2,28,31,2,0,1,0,1,11,3,9470,3088,1053,3845,240,82,54,85,14,17,10,2,6,1,2,8,9,11,7,12,3,1,4,9,2,1,0,1,5,6,1,3,1,6,0,1,0,2,2,0,0,1,1,0,2,0,0,0,0,0,0,0,2,0,0,65,7,7,12,22,0,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,20,9,0,0,6,1,2,1,0,3,2,10,1,1,5,0,0,1,0,0,0,3,0,0,0,2,2,0,0,0,0,0,2,1,0,0,0,1,0,0,1,3,1,1,0,1,2,0,1,1,2,2,0,0,1,0,3,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nh0144,353,168,70,97,18,87,35,3,1,0,0,1,14,0,2,56,0,1,5,4,33,133,8,2,0,0,0,35,25,13,0,0,0,47,11,0,30,7,2,0,2,0,0,14,2,4336,1921,314,1893,98,21,30,24,12,17,7,8,7,1,7,1,3,0,1,4,0,1,1,3,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,35,11,2,10,9,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,9,2,3,0,2,3,0,1,0,1,0,3,4,2,1,0,4,0,4,0,0,1,0,0,0,2,1,0,1,0,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,8,3,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nh0145,160,54,25,45,36,23,6,0,0,1,0,1,11,0,6,12,3,0,14,3,5,35,18,0,1,0,0,19,0,25,0,1,0,19,4,1,10,7,1,0,14,4,0,14,4,2268,1777,74,302,105,10,3,7,2,5,0,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,1,1,2,0,1,0,0,0,3,0,0,1,1,0,0,0,0,0,1,0,0,1,2,0,0,0,0,5,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,1,0,1,0,7,2,2,0,2,0,3,0,0,0,1,0,0,4,0,6,0,0,1,0,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nh0146,180,92,22,58,8,35,23,0,1,0,1,0,7,0,7,11,1,0,12,8,13,72,14,6,0,0,0,20,0,22,0,0,1,21,7,1,20,6,1,0,0,0,0,5,3,1059,819,107,615,90,21,18,13,6,0,1,6,0,1,1,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,1,3,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,1,0,1,1,4,2,0,1,1,0,0,2,1,2,0,0,3,3,0,0,1,0,0,1,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
nh0147,353,177,65,96,15,60,51,2,0,0,0,0,15,0,11,39,7,1,3,8,44,163,6,0,6,1,1,14,0,65,0,3,0,27,7,1,42,11,5,0,0,3,0,11,0,2060,2767,155,2801,112,22,38,8,8,16,1,5,6,0,0,9,3,2,1,1,1,2,0,0,0,0,11,1,0,0,0,1,0,0,1,1,0,1,0,1,0,2,0,2,0,3,0,1,0,0,0,1,0,0,0,30,7,10,6,2,7,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,2,2,1,2,7,3,0,1,1,0,1,0,1,0,1,0,0,2,1,1,1,0,1,2,1,0,0,0,1,0,0,0,3,0,0,0,1,0,3,1,2,1,2,0,3,1,2,3,2,4,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nh0148,358,220,62,56,20,111,30,1,1,2,0,2,7,1,15,46,1,2,4,8,63,210,4,0,3,1,2,10,0,62,0,0,0,20,3,0,22,7,4,0,2,1,0,10,7,3334,3020,300,1970,144,61,22,22,24,21,17,4,1,0,1,1,2,1,2,0,0,2,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,3,0,2,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,28,1,12,8,5,0,2,3,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,3,3,0,0,1,0,2,1,0,1,0,0,0,0,3,1,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,3,2,0,2,0,2,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nh0149,1049,604,182,227,36,368,104,8,2,0,1,0,47,0,32,111,2,0,6,6,109,590,11,3,0,0,0,14,0,182,0,3,0,69,21,10,79,33,11,0,0,1,1,26,8,9018,7192,966,5193,467,220,70,69,48,14,4,21,16,0,15,16,13,2,6,1,0,8,0,10,7,0,0,1,2,0,1,12,2,1,0,2,0,3,2,1,0,3,0,0,4,1,0,0,1,0,0,6,0,2,0,77,36,21,21,8,2,5,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8,4,11,2,8,3,3,3,1,6,0,5,2,0,1,3,3,3,5,4,3,3,1,8,3,1,2,1,4,0,1,1,2,1,0,0,1,1,0,2,2,1,4,0,1,0,1,1,3,4,16,2,4,1,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
nh0150,195,94,19,65,17,55,10,2,2,1,0,2,6,0,4,11,0,0,1,8,18,91,0,0,3,0,0,3,0,19,0,0,0,28,5,0,26,6,0,0,1,0,3,11,2,2010,976,184,800,68,11,7,25,9,6,4,1,2,0,1,0,3,0,3,2,0,0,1,1,1,0,0,1,0,2,0,0,0,0,1,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,11,3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,1,3,1,3,0,1,0,0,3,4,0,0,1,0,1,0,0,0,0,1,0,1,1,3,1,0,1,0,1,0,0,1,0,2,0,2,1,1,0,0,0,0,0,1,1,0,0,6,2,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
nh0151,322,169,85,61,7,77,12,0,4,1,2,3,15,1,10,61,0,0,6,22,46,135,12,7,3,0,0,34,12,72,0,1,0,21,7,1,23,6,2,0,1,0,0,4,2,1833,1710,191,914,80,25,11,28,18,7,3,0,5,1,0,0,1,4,0,1,0,0,2,0,0,0,3,0,1,3,3,0,1,0,0,0,2,0,0,0,0,3,1,0,0,0,1,1,0,1,0,0,0,0,2,50,8,9,3,4,5,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,1,1,0,0,2,4,2,3,1,2,0,1,0,0,0,0,0,3,3,0,2,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nh0152,1596,1031,227,302,36,372,102,6,0,0,0,1,87,0,33,111,4,6,43,125,369,485,57,123,0,0,0,546,366,3,0,2,0,72,45,13,92,54,19,0,4,1,2,25,4,7774,6610,845,5966,335,231,84,54,57,25,13,28,17,31,7,6,6,46,3,8,6,6,0,7,9,1,2,0,0,0,1,2,1,2,0,1,2,0,2,6,0,1,1,3,0,1,2,3,2,8,2,5,0,0,2,89,75,29,7,11,10,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,9,4,1,9,6,7,4,8,3,8,7,3,1,1,1,0,9,4,3,2,2,5,12,8,0,0,3,3,1,1,3,4,1,1,2,3,3,0,2,8,0,1,0,1,2,2,1,1,5,11,4,2,0,1,0,2,1,1,2,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nh0153,568,365,67,115,21,147,96,6,5,22,4,8,15,1,12,42,1,0,4,54,55,309,40,14,1,0,0,55,0,67,0,2,0,29,22,16,30,9,6,0,1,3,0,13,3,4686,2268,434,2203,174,60,48,28,32,18,13,1,9,1,1,16,23,1,1,12,0,0,2,0,0,4,2,5,4,1,0,0,2,6,0,0,0,3,5,0,3,0,4,0,0,0,0,1,0,1,0,1,0,0,2,34,10,11,3,3,0,2,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,1,1,4,0,1,0,0,1,1,3,1,0,3,2,1,1,0,0,1,1,4,0,0,6,1,0,1,2,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,3,1,2,3,0,3,5,0,2,3,1,0,0,0,0,1,0,0,0,0,1,0,0,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nh0154,146,78,19,42,7,34,31,1,0,1,0,1,1,0,3,16,1,0,2,3,6,77,0,0,1,0,0,1,0,19,0,1,0,16,5,0,14,6,0,0,1,0,0,5,1,1353,1097,157,1005,52,22,20,4,2,2,1,2,2,1,1,5,2,0,0,2,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,3,0,0,0,0,1,0,1,7,0,0,5,0,0,1,1,2,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nh0155,373,162,57,126,28,48,14,1,0,3,0,1,22,0,13,25,5,0,18,15,61,85,25,9,0,1,0,77,42,13,0,2,0,43,15,1,49,9,4,0,2,0,1,20,3,1836,2676,140,1705,275,9,13,18,17,9,6,14,5,1,1,1,0,2,0,1,4,2,1,0,0,2,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,2,0,0,23,11,13,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16,2,3,6,1,4,2,1,3,2,4,0,0,0,0,0,3,0,0,0,0,0,0,0,3,1,1,1,0,1,3,0,0,0,0,1,0,0,0,1,2,1,0,0,1,1,0,0,1,1,1,5,1,5,3,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
nh0156,1151,661,177,273,40,338,66,1,6,3,2,5,44,0,55,85,3,1,25,91,134,406,46,75,0,0,0,254,133,2,0,1,0,89,24,2,97,39,19,0,1,1,0,31,7,8022,3097,683,3442,288,83,50,152,65,37,29,4,15,5,25,9,7,1,2,0,3,9,3,3,4,1,0,1,5,1,2,1,1,0,0,1,0,0,0,0,1,5,1,1,0,9,0,4,0,1,0,0,0,2,6,61,27,47,11,9,3,10,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,4,10,7,5,3,4,12,3,0,5,8,1,7,4,0,2,8,3,7,2,2,3,6,3,0,3,4,6,2,1,0,0,1,4,7,3,5,1,1,1,0,2,2,1,1,5,1,0,5,20,4,3,0,0,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
nh0157,126,50,30,42,4,22,3,0,1,0,0,1,3,1,2,25,1,0,2,6,14,44,3,0,2,0,0,5,0,30,0,0,0,9,2,0,14,11,5,0,0,0,0,3,1,1159,641,133,340,56,7,2,8,2,6,4,3,1,0,0,0,1,0,0,0,1,2,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,2,2,4,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2,3,3,1,0,1,0,1,1,0,2,1,1,1,1,0,0,0,0,1,0,0,2,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nh0158,484,266,119,84,15,117,83,0,0,0,0,3,14,0,26,81,0,0,10,14,42,202,12,11,0,0,0,64,41,16,0,2,0,20,0,2,40,13,7,0,0,0,0,13,2,3834,3828,468,2854,243,64,58,20,11,15,4,2,6,7,3,12,10,1,1,1,2,5,3,0,2,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,53,11,25,13,10,1,2,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,3,4,7,1,2,0,3,4,1,0,0,1,2,1,0,0,0,0,0,0,2,2,0,1,2,0,0,0,0,0,0,4,0,0,0,0,2,2,1,0,0,1,0,1,0,0,0,0,8,3,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nh0159,1135,640,268,203,24,223,76,2,3,2,0,4,69,2,38,163,27,1,55,32,223,301,93,23,0,0,0,339,223,0,0,3,0,42,17,2,66,53,20,1,4,2,0,13,4,9686,5062,734,5188,316,41,35,90,55,26,12,8,20,0,8,17,18,2,4,6,4,0,0,16,6,0,4,2,1,2,1,0,7,1,15,0,1,4,2,1,0,1,3,3,0,0,1,1,1,1,1,0,0,0,0,122,62,37,30,6,5,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,14,5,6,9,3,7,8,3,1,2,3,0,6,10,1,0,1,2,2,1,2,1,3,0,1,0,1,1,2,4,0,3,3,0,1,0,0,1,4,4,0,0,0,0,0,0,2,1,1,8,0,3,0,1,0,0,2,0,1,0,1,1,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
nh0160,552,364,114,62,12,175,45,0,0,0,0,0,17,0,16,83,1,1,34,18,87,225,36,17,1,0,1,137,82,25,0,1,0,26,8,2,18,7,0,0,0,0,1,9,2,6195,3335,517,3563,341,58,41,69,29,16,6,17,12,1,4,1,2,7,3,2,1,0,0,1,2,0,0,0,0,0,1,2,0,1,15,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,32,10,7,35,13,5,1,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,0,0,0,1,2,0,1,0,0,5,0,0,1,0,0,2,2,0,1,0,0,0,0,3,0,0,0,2,0,0,2,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,3,1,3,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
nh0161,160,122,26,10,2,58,15,0,0,0,0,0,3,0,5,16,0,0,8,2,38,106,6,2,0,4,0,16,4,21,2,1,0,0,0,0,6,3,0,0,0,0,0,2,0,1393,461,127,401,60,16,13,19,13,3,6,0,2,0,5,1,0,1,5,2,2,0,0,1,2,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,6,1,5,2,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nh0162,186,79,30,67,10,43,10,0,0,0,0,0,8,0,4,18,0,3,2,3,17,76,3,0,0,0,0,3,0,30,0,0,0,25,6,0,23,8,5,0,0,2,1,7,0,898,687,91,687,50,16,9,4,3,16,1,4,3,0,0,1,0,1,1,0,1,1,0,0,0,4,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,16,8,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,0,1,1,0,1,0,0,0,2,3,0,0,0,0,1,0,2,0,0,4,0,0,0,0,2,1,0,0,0,0,1,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nh0163,446,208,83,117,38,121,23,5,0,1,0,0,28,0,19,43,1,0,5,5,47,179,7,4,0,0,0,29,18,68,0,0,0,39,11,8,42,12,4,0,5,5,4,17,7,1424,3583,113,1639,294,77,13,11,15,16,3,16,8,0,1,4,4,0,4,1,1,4,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,4,0,0,0,35,12,17,3,2,4,4,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,1,5,11,3,2,3,3,4,0,1,2,0,2,2,1,0,4,3,1,0,1,0,0,2,2,0,0,1,3,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,8,3,3,2,0,1,2,0,1,1,0,1,0,2,0,0,0,0,1,1,3,0,0,1,0,0,0,1,0,0,0,1,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0
nh0164,609,275,83,204,47,91,50,9,2,9,6,10,24,0,25,41,3,3,16,42,54,172,51,14,1,0,0,103,37,31,0,1,0,64,23,13,58,20,25,0,3,2,5,28,7,1696,2878,164,1800,99,32,33,14,19,5,1,6,6,3,14,7,9,2,1,7,1,3,8,0,0,1,0,8,0,2,2,0,1,0,2,0,1,1,2,1,5,1,0,0,0,2,0,0,0,2,2,1,2,1,1,28,15,23,6,5,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,14,6,4,0,7,2,2,0,3,2,0,3,10,0,5,0,3,3,0,6,0,0,0,3,0,1,2,2,9,4,0,0,5,2,3,2,1,1,2,2,2,1,1,0,4,1,0,2,7,5,4,0,1,4,2,1,3,1,3,0,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,3,0,0,0,0,1,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
